id,name,name_ar,slug,sku,short_description,short_description_ar,description,description_ar,price,sale_price,cost_price,stock_quantity,min_stock_alert,weight,weight_unit,is_active,is_featured,is_digital,manage_stock,stock_status,meta_title,meta_description,meta_image,sort_order,created_at,updated_at,deleted_at
1302,Luxury bag with elegant design,,luxury-bag-with-elegant-design-eOgJu8,F1074-07,Article : F1074-07,,0,,149,,,55,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1303,Nude Block Heel with Buckle,,nude-block-heel-with-buckle-G2HAI9,F1075-01,Article : F1075-01,,"Classic nude block heel with an elegant buckle, ideal for work and everyday wear.",,79,,,15,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1304,Luxury bag with elegant design,,luxury-bag-with-elegant-design-1X8EWj,F1075-07,Article : F1075-07,,0,,129,,,14,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1305,Silver Transparent Block Heel,,silver-transparent-block-heel-tpOKwd,F1076-01,Article : F1076-01,,"Silver pump with transparent side panels and block heel, decorated with sparkling details.",,49,,,41,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1306,Navy Blue Half-Moon Handbag,,navy-blue-half-moon-handbag-TGsfVl,F1076-07,Article : F1076-07,,"Half-moon navy handbag with chic clasp, a unique accessory for any occasion.",,99,,,160,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1307,Elegant shoe with a modern heel,,elegant-shoe-with-a-modern-heel-O3zFAw,F1077-01,Article : F1077-01,,0,,49,,,43,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1308,Grey and Navy Slingback Pump,,grey-and-navy-slingback-pump-w1AwAD,F1078-01,Article : F1078-01,,Fashionable grey-navy slingback with pointed toe and block heel for a modern look.,,79,,,61,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1309,Sandals with luxurious details,,sandals-with-luxurious-details-s6qlQ6,F1078-02,Article : F1078-02,,0,,79,,,34,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1310,Pink Slingback with Patterned Heel,,pink-slingback-with-patterned-heel-7kiboG,F1079-01,Article : F1079-01,,"Pink slingback with mid patterned heel for a fun, colorful style.",,49,,,177,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1311,Black Slim-Heel Sandal with Shiny Touch,,black-slim-heel-sandal-with-shiny-touch-im39Xj,F1079-02,Article : F1079-02,,"Elegant black sandal with shiny details and a slim heel, perfect for evening looks.",,49,,,45,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1312,Silver Strappy Mesh Stiletto,,silver-strappy-mesh-stiletto-r9gvps,F1080-01,Article : F1080-01,,Elegant silver mesh stiletto with strappy upper and pointed toe for special occasions.,,79,,,90,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1313,Silver Heel Sandal with Bold Crystals,,silver-heel-sandal-with-bold-crystals-RWUlhd,F1080-02,Article : F1080-02,,High-heel silver sandal adorned with bold crystals for outstanding special looks.,,49,,,147,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1314,Nude Mule with Black Toe Cap,,nude-mule-with-black-toe-cap-ifFohZ,F1081-01,Article : F1081-01,,Fashionable nude mule with a contrasting black toe cap and a modern flared heel for a trendy look.,,79,,,64,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1315,Champagne Crystal Mule with Flared Heel,,champagne-crystal-mule-with-flared-heel-JIoS8w,F1083-01,Article : F1083-01,,"Glamorous champagne mule adorned with crystals and a flared heel, perfect for special occasions.",,79,,,27,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1316,Luxury bag with elegant design,,luxury-bag-with-elegant-design-GAW3ns,F1083-07,Article : F1083-07,,0,,129,,,62,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1317,Luxury bag with elegant design,,luxury-bag-with-elegant-design-VWuHey,F1084-07,Article : F1084-07,,0,,109,,,298,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1318,Silver Mesh Slingback with Low Heel,,silver-mesh-slingback-with-low-heel-s8lzlr,F1085-01,Article : F1085-01,,Sleek silver mesh slingback with a comfortable low heel and open sides for a fresh summer vibe.,,79,,,55,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1319,Silver Mid-Heel Sandal with Elegant Touch,,silver-mid-heel-sandal-with-elegant-touch-4UnJsE,F1085-02,Article : F1085-02,,Mid-heel silver sandal with shiny stones and elegant design for any occasion.,,49,,,36,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1320,Black Transparent Mule with Trim,,black-transparent-mule-with-trim-jK9WaT,F1086-01,Article : F1086-01,,Contemporary black transparent mule with thin trim and mid heel for modern occasions.,,49,,,180,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1321,Red Wide-Heel Sandal with Sparkling Stones,,red-wide-heel-sandal-with-sparkling-stones-3sER5d,F1087-02,Article : F1087-02,,Wide-heel red sandal with sparkling stones for standout evening outfits.,,49,,,4,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1322,Grey Mid-Heel Sandal with Side Flower,,grey-mid-heel-sandal-with-side-flower-o5zHd7,F1088-02,Article : F1088-02,,Grey mid-heel sandal with sparkling accents and a side flower for a modern touch.,,49,,,32,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1323,Black Short-Heel Sandal with Cross Straps,,black-short-heel-sandal-with-cross-straps-moLplw,F1089-02,Article : F1089-02,,"Black short-heel sandal with cross straps, ideal for daily wear or the office.",,49,,,12,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1324,Silver Sandal with Luxurious Cross Straps,,silver-sandal-with-luxurious-cross-straps-sTAp4e,F1091-02,Article : F1091-02,,Silver sandal with mid heel and luxurious cross straps for a unique chic style.,,49,,,39,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1325,Luxury bag with elegant design,,luxury-bag-with-elegant-design-8DHf7u,F1091-07,Article : F1091-07,,0,,179,,,237,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1326,Sandals with luxurious details,,sandals-with-luxurious-details-h2IVna,F1092-02,Article : F1092-02,,0,,49,,,6,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1327,Soft Beige Shoulder Bag,,soft-beige-shoulder-bag-F7QLEK,F1092-07,Article : F1092-07,,"Soft beige shoulder bag, comfy and practical with a feminine vibe for everyday.",,99,,,235,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1328,Luxury bag with elegant design,,luxury-bag-with-elegant-design-TctJfE,F1094-07,Article : F1094-07,,0,,229,,,224,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1329,Mid-Heel Sandal with Cross Straps,,mid-heel-sandal-with-cross-straps-jdniWl,F1095-02,Article : F1095-02,,Practical mid-heel sandal with cross straps for both comfort and style.,,49,,,10,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1330,Luxury bag with elegant design,,luxury-bag-with-elegant-design-GlGJfV,F1095-07,Article : F1095-07,,0,,229,,,127,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1331,Sparkling Silver Flats with Cross Strap Design,,sparkling-silver-flats-with-cross-strap-design-mQfzaN,F1096-02,Article : F1096-02,,"Shine bright in these sparkling silver flats from Cuple. The unique cross strap adds elegance and a luxurious touch, making them perfect for both casual and formal events.",,49,,,41,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1332,F1096-07,,f1096-07-swMCzS,F1096-07,Article : F1096-07,,0,,279,,,46,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1333,Luxury bag with elegant design,,luxury-bag-with-elegant-design-0vkU1m,F1097-07,Article : F1097-07,,0,,109,,,294,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1334,Beige Moccasin Block Heel,,beige-moccasin-block-heel-zvXn70,F1098-01,Article : F1098-01,,"Trendy beige moccasin with block heel and gold buckle, offering comfort and style.",,99,,,113,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1335,Luxury bag with elegant design,,luxury-bag-with-elegant-design-MI1EDA,F1098-07,Article : F1098-07,,0,,229,,,17,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1336,Simple flats with a luxurious touch,,simple-flats-with-a-luxurious-touch-eIjVjT,F1100-02,Article : F1100-02,,0,,49,,,77,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1337,Cream Slide Flats with Elegant Bow Accent,,cream-slide-flats-with-elegant-bow-accent-iwk2rc,F1102-02,Article : F1102-02,,"Add a touch of elegance with these cream slide flats, featuring a delicate bow accent. Perfect for a luxurious yet understated look.",,49,,,5,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1338,Nude Pointed Toe Slingback with Low Block Heel,,nude-pointed-toe-slingback-with-low-block-heel-P3Zc9R,F1103-01,Article : F1103-01,,"Modern nude slingback with a pointed toe and comfortable low block heel, perfect for everyday elegance.",,99,,,30,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1339,Simple flats with a luxurious touch,,simple-flats-with-a-luxurious-touch-BGFkKn,F1103-02,Article : F1103-02,,0,,49,,,40,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1340,Luxury bag with elegant design,,luxury-bag-with-elegant-design-pnmvAK,F1103-07,Article : F1103-07,,0,,99,,,5,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1341,Sleek Black Slide Flats with Minimalist Design,,sleek-black-slide-flats-with-minimalist-design-KejAIH,F1104-02,Article : F1104-02,,These sleek black slide flats provide a minimalist look with a luxurious touch. Ideal for effortless everyday style.,,49,,,4,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1342,Pink Slide Flats with Stylish Buckle,,pink-slide-flats-with-stylish-buckle-BPSO1k,F1105-02,Article : F1105-02,,These pink slide flats are designed with a stylish buckle for added flair and comfortable wear.,,49,,,50,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1343,Metallic Silver Slide Flats with Elegant Cutouts,,metallic-silver-slide-flats-with-elegant-cutouts-G4szaB,F1106-02,Article : F1106-02,,Shine in these metallic silver slide flats featuring elegant cutouts for a modern look.,,79,,,44,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1344,Classic Brown Block Heel with Buckle,,classic-brown-block-heel-with-buckle-QhTNEG,F1107-01,Article : F1107-01,,"Timeless brown block heel shoes with pointed toe and gold buckle, combining comfort with everyday elegance.",,99,,,61,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:34+04:00,2025-12-06 20:27:15+04:00,
1345,F1108-01,,f1108-01-Abn5T0,F1108-01,Article : F1108-01,,0,,109,,,21,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1346,Luxury bag with elegant design,,luxury-bag-with-elegant-design-yEGasb,F1109-07,Article : F1109-07,,0,,109,,,267,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1347,Silver Open-Toe Sandal with Bow Accent,,silver-open-toe-sandal-with-bow-accent-1d87cc,F1110-05,Article : F1110-05,,Silver open-toe sandal with a shiny bow and modern flair for special occasions.,,49,,,130,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1348,Cuple F1110-07 Quilted Chain Shoulder Bag | Top Handle Handbag,,cuple-f1110-07-quilted-chain-shoulder-bag-top-handle-handbag-h8yN16,F1110-07,Article : F1110-07,,Cuple F1110-07 quilted chain shoulder bag with top handle. Elegant design combining luxury and functionality.,,149,,,168,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1349,Sparkling Gold Slide Flats with Elegant Strappy Design,,sparkling-gold-slide-flats-with-elegant-strappy-design-Ab4sUU,F1113-02,Article : F1113-02,,Step out in luxury with these sparkling gold slide flats featuring a delicate strappy design. Perfect for adding glamour to any outfit.,,49,,,5,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1350,Luxury bag with elegant design,,luxury-bag-with-elegant-design-Sy4TnK,F1114-07,Article : F1114-07,,0,,79,,,46,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1351,Luxury bag with elegant design,,luxury-bag-with-elegant-design-GLIBYN,F1116-07,Article : F1116-07,,0,,29,,,130,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1352,Luxury bag with elegant design,,luxury-bag-with-elegant-design-uUtLEr,F1117-07,Article : F1117-07,,0,,29,,,13,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1353,Modern Black Block-Heel Sandal,,modern-black-block-heel-sandal-uwxD3G,F1122-02,Article : F1122-02,,Black block-heel sandal with geometric trims for a bold daily and office look.,,79,,,7,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1354,Casual White Handbag with Wide Handle,,casual-white-handbag-with-wide-handle-A51vhF,F1122-07,Article : F1122-07,,White casual handbag with wide handle and minimal design for modern daily style.,,29,,,5,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1355,Trendy Black Block-Heel Slippers,,trendy-black-block-heel-slippers-z0uLtK,F1123-02,Article : F1123-02,,"Black block-heel slippers with shiny touches, practical and chic for daily looks.",,49,,,84,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1356,Luxury bag with elegant design,,luxury-bag-with-elegant-design-orAAlH,F1123-07,Article : F1123-07,,0,,29,,,4,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1357,Luxury bag with elegant design,,luxury-bag-with-elegant-design-HqpEgK,F1124-07,Article : F1124-07,,0,,29,,,15,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1358,Comfortable Gray Slide Flats with Minimalist Look,,comfortable-gray-slide-flats-with-minimalist-look-zbl1rT,F1126-02,Article : F1126-02,,"Enjoy comfort and simplicity with these gray slide flats, perfect for everyday casual wear.",,49,,,119,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1359,Elegant Silver Short-Heel Sandal,,elegant-silver-short-heel-sandal-niabz4,F1128-02,Article : F1128-02,,"Short-heel sandal in shiny silver with elegant straps, perfect for daily outings and events.",,79,,,88,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1360,Transparent Mesh Heeled Mule with Crystal Bow,,transparent-mesh-heeled-mule-with-crystal-bow-sCBcv0,F1129-01,Article : F1129-01,,"Elegant transparent mesh mule with a pointed toe and sparkling crystal bow, featuring a unique flared heel for evening glamour.",,99,,,27,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1361,Navy Slim-Heel Sandal with Fabric Flower,,navy-slim-heel-sandal-with-fabric-flower-lrZLH1,F1129-02,Article : F1129-02,,"Navy sandal with fabric flower and slim heel for feminine, eye-catching looks.",,49,,,6,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1362,Silver Mesh Heeled Mule with Bow,,silver-mesh-heeled-mule-with-bow-NPdit2,F1130-01,Article : F1130-01,,"Glamorous silver mesh mule with a pointed toe and sparkling bow, featuring a modern flared heel for evening events.",,99,,,11,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1363,Trendy Nude Slim-Heel Sandal,,trendy-nude-slim-heel-sandal-CJxVwz,F1130-02,Article : F1130-02,,"Women's nude color sandal with slim heel for simple, elegant looks.",,79,,,15,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1364,Grey Strappy Mule with Low Heel,,grey-strappy-mule-with-low-heel-5S8ywG,F1131-01,Article : F1131-01,,Modern grey mule with criss-cross straps and a sleek low heel for all-day comfort and style.,,99,,,56,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1365,Modern sandals with elegant heels,,modern-sandals-with-elegant-heels-bSbnya,F1131-02,Article : F1131-02,,0,,49,,,44,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1366,Black Glitter Mule with Sculpted Heel,,black-glitter-mule-with-sculpted-heel-06GCMG,F1132-01,Article : F1132-01,,Glamorous black glitter mule with a pointed toe and sculpted heel for evening glamour.,,79,,,24,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1367,Black Slim Heel Slippers with Silver Straps,,black-slim-heel-slippers-with-silver-straps-h9RVd8,F1132-02,Article : F1132-02,,Black slim heel slippers with metallic silver stripes for a captivating look.,,49,,,126,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1368,Embellished Beige Mule with Clear Heel,,embellished-beige-mule-with-clear-heel-uBi31E,F1133-01,Article : F1133-01,,"Beige open-back mules with allover rhinestone embellishments and a unique clear heel for a modern, stylish twist.",,99,,,70,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1369,Shiny Gold Slim-Heel Sandal,,shiny-gold-slim-heel-sandal-nycCj9,F1133-02,Article : F1133-02,,Slim-heel sandal with a shiny gold finish for a dazzling evening look.,,79,,,41,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1370,Crystal-Studded Champagne Mule,,crystal-studded-champagne-mule-m6RNWG,F1134-01,Article : F1134-01,,"Sparkling champagne-colored mule with crystal studs and a medium heel, ideal for evening events and parties.",,109,,,76,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:27:15+04:00,
1371,Modern sandals with elegant heels,,modern-sandals-with-elegant-heels-u9OgO0,F1134-02,Article : F1134-02,,0,,79,,,4,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1372,White Slingback Heel with Bow,,white-slingback-heel-with-bow-COhHnT,F1135-01,Article : F1135-01,,"Classic white slingback heels with a pointed toe and elegant bow, suitable for both formal and casual outfits.",,99,,,55,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1373,Black Classic Block Heel Slingback,,black-classic-block-heel-slingback-O1emKR,F1135-02,Article : F1135-02,,"Classic black slingback with a block heel, suitable for everyday comfort and work style.",,79,,,30,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1374,Beige Heeled Mule with Crystal Buckle,,beige-heeled-mule-with-crystal-buckle-0Ud2Rl,F1136-01,Article : F1136-01,,Refined beige mule with pointed toe and crystal buckle for an elegant finish.,,79,,,91,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1375,Modern sandals with elegant heels,,modern-sandals-with-elegant-heels-em4uCK,F1136-02,Article : F1136-02,,0,,49,,,12,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1376,Metallic Black Slingback Heel,,metallic-black-slingback-heel-K6En4S,F1137-01,Article : F1137-01,,"Sleek metallic black slingback with a pointed toe and low heel, perfect for modern daily style.",,79,,,46,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1377,Cuple F1137-07 Grey Handbag for Women - Timeless Luxury Style,,cuple-f1137-07-grey-handbag-for-women-timeless-luxury-style-oTTLx5,F1137-07,Article : F1137-07,,Grey luxury handbag with structured shape. Timeless and elegant for womenÃ¢â‚¬â„¢s fashion.,,229,,,77,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1378,Textured Beige Pointed-Toe Slingback,,textured-beige-pointed-toe-slingback-RxoRKV,F1138-01,Article : F1138-01,,"Fashionable beige slingback with a pointed toe and a textured finish, perfect for elegant day or evening wear.",,79,,,170,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1379,Elegant Metallic Slide Flats with Bow Detail,,elegant-metallic-slide-flats-with-bow-detail-rpVQL5,F1138-02,Article : F1138-02,,"These elegant metallic slide flats from Cuple feature a charming bow detail, offering a luxurious and feminine touch suitable for any stylish outfit.",,49,,,83,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1380,Cuple F1138-07 Beige Handbag for Women - Modern Everyday Bag,,cuple-f1138-07-beige-handbag-for-women-modern-everyday-bag-31rww3,F1138-07,Article : F1138-07,,Beige handbag with clean finish. Practical and modern choice for daily use.,,129,,,92,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1381,Simple flats with a luxurious touch,,simple-flats-with-a-luxurious-touch-otGdRV,F1139-02,Article : F1139-02,,0,,49,,,20,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1382,Black Patent Slingback with Gold Accent,,black-patent-slingback-with-gold-accent-7Ruk2s,F1140-01,Article : F1140-01,,"Sleek black patent slingback featuring a gold accent and pointed toe, perfect for day-to-night looks.",,79,,,20,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1383,Black Patent Slingback with Silver Buckle,,black-patent-slingback-with-silver-buckle-xLj9kq,F1141-01,Article : F1141-01,,Elegant black patent slingback heel with a silver buckle accent and pointed toe for a bold statement.,,79,,,51,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1384,Simple flats with a luxurious touch,,simple-flats-with-a-luxurious-touch-KWyUkC,F1141-02,Article : F1141-02,,0,,49,,,5,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1385,Beige Mesh Slingback Heel,,beige-mesh-slingback-heel-8o5KQI,F1142-01,Article : F1142-01,,"Modern beige slingback with a mesh design and pointed toe, perfect for both day and evening outfits.",,99,,,163,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1386,Cuple F1142-07 White Handbag for Women - Luxury Chic Accessory,,cuple-f1142-07-white-handbag-for-women-luxury-chic-accessory-uQp7wL,F1142-07,Article : F1142-07,,White structured handbag with stylish details. Adds a luxurious touch to your wardrobe.,,199,,,88,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1387,Burgundy Strappy Heeled Sandal,,burgundy-strappy-heeled-sandal-nAi2zR,F1143-01,Article : F1143-01,,Modern burgundy sandal with multiple straps and pointed toe for chic day or night style.,,49,,,183,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1388,Simple flats with a luxurious touch,,simple-flats-with-a-luxurious-touch-Y1G8FP,F1143-02,Article : F1143-02,,0,,49,,,14,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1389,Simple flats with a luxurious touch,,simple-flats-with-a-luxurious-touch-VT4B5Q,F1144-02,Article : F1144-02,,0,,49,,,148,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1390,Textured Taupe Mary Jane with Low Block Heel,,textured-taupe-mary-jane-with-low-block-heel-QVQe2h,F1145-01,Article : F1145-01,,"Stylish taupe Mary Jane with a textured finish and a comfortable low block heel, perfect for daily wear.",,99,,,31,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1391,Simple flats with a luxurious touch,,simple-flats-with-a-luxurious-touch-aAtGlX,F1145-02,Article : F1145-02,,0,,49,,,25,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
1392,Classic Beige Flats with Luxurious Touch,,classic-beige-flats-with-luxurious-touch-FCUv5s,F1146-01,Article : F1146-01,,"Enjoy classic style with these beige flats that provide a simple yet luxurious touch, perfect for everyday wear.",,49,,,33,5,,kg,1,0,0,1,in_stock,,,,0,2025-12-06 20:26:35+04:00,2025-12-06 20:26:35+04:00,
